ChemicalName,description,preferredNames
Copper,Abnormal cardiovascular system physiology,"VCL,MMP2,COL1A1,MSH2,APOB,APOE,RARA,KRAS,SLC40A1,LMNB1,SMAD2,CREBBP,CDKN2C,PRDX1,EPAS1,KYNU,CYP11A1,G6PC3,RASA1,DSC2,APP,CALM3,ANKS6,MAPRE2,BUB1,AGXT,PCSK9,COL3A1,FOS,GLUL,DST,F2,HNF4A,MET,SERPINF2,HBA1,LAMA3,FBN1,TBX1,LIPA,TUBB,FGFR3,FN1,SH3PXD2A,CASP8,MAX,MYLK,COL4A2,ASTN2,SYNE1,TAB2,NFIA,MAFB,GSN,BMP2,JAK2,SMARCA2,CDKN1A,TF,FGFR1,FOXA2,LAMP2,SERPINA1,RAB23,FBN2,ARF1,PCDH7,LDLR,ACTG1,SLC44A2,RPS19,SLC37A4,CYP1B1,PLCG2,KNG1,DSE,HBB,ACTB,B2M,TPM3,HMBS,CALM1,CALM2,SNCA"
Copper,Abnormality of the genitourinary system,"PIGQ,CDC6,HMOX1,MMP2,COL1A1,CYP27B1,MSH2,APOB,SOX4,C3,RAC2,APOE,ZSWIM6,RARA,KRAS,CEP135,BARD1,SLC40A1,LMNB1,PDGFRB,CREBBP,PRDX1,FOXRED1,EPAS1,KYNU,MECOM,CYP11A1,CDH11,G6PC3,SOD1,AHSG,RASA1,ATM,DUSP6,PLOD2,CA2,PROK2,ANKS6,MAPRE2,CD320,BUB1,AGXT,PCSK9,INSR,COL3A1,IL7R,FOS,CDCA7,F2,CBX2,HNF4A,ITGA3,MET,SERPINF2,MMP1,LAMA3,FBN1,TBX1,LIPA,TUBB,FGFR3,PARK7,FN1,HTT,MAX,CACNA1G,DNMT1,COL18A1,MYLK,CENPF,SYNE1,NFIA,DHCR24,MAFB,PGK1,GSN,C1QC,SMARCA2,CIT,WASF1,IGF1,STEAP3,G6PD,CFI,GLI3,KDM1A,OBSL1,CXCR4,TKT,PIK3R5,FGFR1,FGF13,FOXA2,SYNJ1,CDKN1C,BDNF,RPS24,SERPINA1,SLC2A1,RAB23,ZBTB20,CAPN1,CLP1,GPR161,C1R,LDLR,COX4I1,ACTG1,RPS19,SLC37A4,KCNJ6,YAP1,TNFAIP3,NEFL,RECQL4,GHR,TCF7L2,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,GCLC,B2M,HMBS,SNCA"
Copper,Abnormality of the urinary system,"PIGQ,CDC6,HMOX1,COL1A1,CYP27B1,MSH2,APOB,SOX4,C3,RAC2,APOE,RARA,KRAS,CEP135,LMNB1,PDGFRB,CREBBP,PRDX1,FOXRED1,EPAS1,KYNU,CYP11A1,CDH11,G6PC3,SOD1,RASA1,DUSP6,PLOD2,CA2,PROK2,ANKS6,MAPRE2,CD320,BUB1,AGXT,PCSK9,INSR,COL3A1,IL7R,CDCA7,F2,HNF4A,ITGA3,MET,SERPINF2,MMP1,LAMA3,FBN1,TBX1,LIPA,TUBB,FGFR3,FN1,MAX,CACNA1G,DNMT1,COL18A1,MYLK,CENPF,SYNE1,NFIA,DHCR24,MAFB,PGK1,GSN,C1QC,SMARCA2,CIT,WASF1,G6PD,CFI,GLI3,KDM1A,OBSL1,TKT,PIK3R5,FGFR1,FGF13,CDKN1C,BDNF,RPS24,SERPINA1,SLC2A1,RAB23,CAPN1,C1R,LDLR,COX4I1,ACTG1,RPS19,SLC37A4,YAP1,NEFL,RECQL4,TCF7L2,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,GCLC,B2M,HMBS,SNCA"
Copper,Abnormality of the immune system,"VCL,HMOX1,MMP2,MPO,COL1A1,MSH2,CAT,SOX4,C3,KRT9,RAC2,APOE,RARA,KRAS,KIF11,LMNB1,PDGFRB,CREBBP,PRDX1,IL1B,C9,CDH3,KYNU,CSTA,MECOM,G6PC3,NPC1,RASA1,ARHGAP26,EGFR,ATM,CA2,BUB1,AGXT,INSR,COL3A1,IL7R,CDCA7,GLUL,F2,ITGA3,MET,HBA1,MMP1,LAMA3,FBN1,TBX1,LIPA,FGFR3,CTSB,CASP8,CACNA1G,DNMT1,COL18A1,MYLK,CENPF,NCF2,C8B,DHCR24,GSN,C1QC,JAK2,IFNGR2,SMARCA2,WASF1,STEAP3,G6PD,CFI,GLI3,TF,CXCR4,RPSA,TKT,PIK3R5,FGFR1,HLA-B,PHLDB2,CDKN1C,RPS24,C4B,SERPINA1,SLC2A1,RAB23,WDR1,C1R,FRY,NPC2,ITGA7,RPS15,RPS19,SLC37A4,KCNJ6,NOS1,TNFAIP3,RECQL4,PLCG2,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,GCLC,B2M,FECH,TPM3"
Copper,Abnormal circulating metabolite concentration,"VCL,APOC3,CYP27B1,APOB,APOE,KRAS,SLC40A1,PDGFRB,DNAJB6,PRDX1,FOXRED1,EPAS1,KYNU,CYP11A1,NPC1,FTH1,RASA1,ATM,APP,CALM3,ANKS6,AGXT,PCSK9,INSR,COL3A1,IL7R,FOS,GLUL,F2,HNF4A,ITGA3,MET,MMP1,LAMA3,COL12A1,FBN1,TBX1,LIPA,FGFR3,FN1,HTT,GFPT1,CASP8,MAX,SYNE1,DHCR24,PGK1,FTL,IGF1,STEAP3,G6PD,TF,TKT,PIK3R5,FGFR1,LAMP2,SYNJ1,CDKN1C,SERPINA1,SLC2A1,PLEKHG5,NPC2,ITGA7,LDLR,SLC37A4,NOS1,NEFL,GHR,KNG1,HBB,B2M,FECH,TPM3,HMBS,CALM1,CALM2"
Copper,Hematological measurement,"PIGQ,TTC17,NGFR,APOH,CTSZ,MPO,PFN1,COL1A1,APOC3,CYP27B1,LTBR,ST8SIA4,APOB,CCDC92,SRGN,EGR2,CDC25B,RAC2,EGLN3,APOE,ZSWIM6,JUND,OASL,PRRG4,ESPL1,ABHD17C,DAB2IP,SLC31A2,KIF11,SLC40A1,TAOK1,PDGFRB,ANKRD12,SMAD2,CREBBP,PRDX1,BLVRB,C9,EPAS1,CDH3,MCAM,KYNU,YWHAE,MECOM,PPP2R3A,VCAN,NPC1,SLC10A4,OSMR,ARHGAP26,EGFR,ATM,MBNL1,ANKH,APP,CALM3,PGLYRP2,WDR90,PROK2,SLC9A5,PLK1,TPX2,PRDX2,BUB1,MDM1,INSR,COL3A1,THOP1,IL7R,DST,F2,FOSL1,KRT2,ZMAT3,TNS3,CSPG4,HNF4A,RAPH1,MET,HBA1,LAMA3,SELE,ATF4,LIPA,RTN4,NFAT5,TUBB,EEF1A1,FOXO3,PIK3AP1,MAPT,WNT7B,PTK2,PTMA,HMGB1,CTSB,FN1,PDE5A,HTT,SH3PXD2A,FAM219B,CREB5,CASP8,MAX,MAP3K5,DNMT1,COL18A1,COL4A2,ASTN2,MACF1,E2F2,DTL,C4BPA,SLC45A3,TAB2,S100A8,BCCIP,CTSS,SCD,GNG12,GADD45A,NFIA,SSBP3,HSP90AB1,YWHAB,CCND3,PGK1,GSN,ZNF618,EIF6,PTPN3,TFDP1,RND3,SYK,CLIC1,PIP4K2A,KLF5,CKAP4,BNIP3L,ITPR2,JAK2,SMARCA2,CD9,NCOA7,CIT,ETS1,TIRAP,G6PD,CDKN2D,SLC16A9,ITGA4,MAP2K7,BCL2,BACH1,KDM1A,CDCA7L,SUN1,IFRD1,ADCY3,SLC8A1,CDKN1A,TF,IL1R1,TKT,PIK3R5,FGFR1,MAPKAPK3,SELENBP1,HLA-B,SYNJ1,BDNF,C4B,SERPINA1,SLC2A1,SEMA4D,ZBTB20,PPIA,PDGFC,INPP4B,FBN2,LYN,TPD52,CFL1,MAML2,CLP1,PLEKHG5,GPR161,HPR,FKBP5,FRY,RAB5C,NCOA4,APOC1,SLC44A2,SMOX,YAP1,PDLIM5,CCNA2,TNFAIP3,DACH1,PLCG2,TCF7L2,PLIN4,ZNF654,KNG1,DSE,HBB,TBC1D24,ACTB,BCL11A,IGF1R,GCLC,UBE2W,FECH,TPM3"
Copper,Abnormality of the mouth,"PIGQ,CDC6,MMP2,PON1,PFN1,COL1A1,CYP27B1,MSH2,CAT,SOX4,APOE,ZSWIM6,RARA,KRAS,CEP135,KIF11,LMNB1,PDGFRB,SMAD2,CREBBP,PRDX1,CDH3,KYNU,MECOM,CDH11,G6PC3,SOD1,EGFR,DUSP6,SEC24D,ANKH,CA2,PROK2,MAPRE2,WNT10B,BUB1,AGXT,INSR,COL3A1,IL7R,FOS,YWHAG,CDCA7,GLUL,DST,F2,ITGA3,SERPINF2,MMP1,LAMA3,COL12A1,FBN1,TBX1,TUBB,FGFR3,GPT2,GFPT1,MAP3K6,CREB5,MYLK,CYB5R3,CENPF,TAB2,NCF2,NFIA,DHCR24,MAN1B1,MAFB,GSN,BMP2,ASPH,JAK2,SMARCA2,CIT,IGF1,GLI3,KDM1A,OBSL1,CXCR4,FGFR1,FGF13,SELENBP1,FOXA2,PHLDB2,SYNJ1,ABCA13,CDKN1C,BDNF,RPS24,SLC2A1,SEMA4D,RAB23,ZBTB20,FBN2,WDR1,CLP1,C1R,ITGA7,COX4I1,ACTG1,RPS19,SLC37A4,KCNJ6,YAP1,TNFAIP3,NEFL,RECQL4,GHR,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,BCL11A,IGF1R,B2M,TPM3"
Copper,Abnormal oral cavity morphology,"PIGQ,CDC6,MMP2,COL1A1,CYP27B1,MSH2,CAT,SOX4,APOE,ZSWIM6,RARA,KRAS,CEP135,KIF11,LMNB1,PDGFRB,SMAD2,CREBBP,PRDX1,CDH3,KYNU,MECOM,CDH11,G6PC3,SOD1,EGFR,DUSP6,SEC24D,ANKH,CA2,PROK2,MAPRE2,WNT10B,BUB1,AGXT,INSR,COL3A1,IL7R,FOS,YWHAG,CDCA7,GLUL,DST,F2,ITGA3,SERPINF2,MMP1,LAMA3,COL12A1,FBN1,TBX1,TUBB,FGFR3,GFPT1,MAP3K6,CREB5,MYLK,CYB5R3,CENPF,TAB2,NCF2,NFIA,DHCR24,MAN1B1,MAFB,GSN,BMP2,ASPH,JAK2,SMARCA2,CIT,IGF1,GLI3,KDM1A,OBSL1,CXCR4,FGFR1,FGF13,FOXA2,PHLDB2,SYNJ1,ABCA13,CDKN1C,BDNF,RPS24,SLC2A1,SEMA4D,RAB23,ZBTB20,FBN2,WDR1,CLP1,C1R,ITGA7,COX4I1,ACTG1,RPS19,SLC37A4,KCNJ6,YAP1,TNFAIP3,NEFL,RECQL4,GHR,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,BCL11A,IGF1R,B2M,TPM3"
Copper,Generalized abnormality of skin,"COL1A1,KRT9,RAC2,APOE,RARA,KRAS,PDGFRB,SMAD2,PRDX1,EPAS1,CDH3,CSTA,CDH11,NPC1,RASA1,EGFR,ATM,SEC24D,AGXT,INSR,COL3A1,FOS,GLUL,F2,KRT2,HNF4A,ITGA3,MET,SERPINF2,HBA1,MMP1,LAMA3,COL12A1,FBN1,TBX1,LIPA,FGFR3,CTSB,CASP8,MAX,MYLK,CYB5R3,NCF2,NFIA,GSN,PTPN3,JAK2,SMARCA2,G6PD,PIK3R5,FGFR1,DHFR,SERPINA1,SLC2A1,C1R,NPC2,SLC37A4,KCNJ6,RECQL4,PLCG2,GHR,DSE,HBB,IGF1R,GCLC,FECH"
Copper,Protein measurement,"DVL2,PIGQ,TTC17,NGFR,APOH,CHGA,CTSZ,CTSH,PON1,MPO,COL1A1,APOC3,CYP27B1,LTBR,HBEGF,APOB,CCDC92,DUSP1,EGR1,CAT,SRGN,EGR2,TNFAIP6,C3,EGLN3,APOE,AOC2,KRAS,TCN1,OASL,DAB2IP,SLC31A2,KIF11,SLC40A1,LMNB1,TANGO6,PDGFRB,ANAPC5,ANKRD12,RHBDF1,CREBBP,CRISPLD2,PRDX1,IL1B,C9,BIRC3,EPAS1,CDH3,MCAM,KYNU,MECOM,PPP2R3A,VCAN,STC2,SLC1A3,PRKAR2B,CDH11,NPC1,SOD1,BOC,AHSG,OSMR,RASA1,EGFR,TENM4,DSC2,MBNL1,ANKH,APP,CA2,ANO10,PGLYRP2,PROK2,FSTL1,APEH,EDIL3,SLC9A5,MAPRE2,EVA1C,PCSK9,INSR,THOP1,IL7R,YWHAG,HTR1E,F2,B4GALT2,ZMAT3,HNF4A,CLU,CREG2,CCNG2,RAPH1,MET,PKM,SERPINF2,HBA1,MMP1,MAPK8IP2,SELE,TBX1,SYNGR1,GNG2,HSP90AA1,ATF4,LIPA,NFAT5,FOXO3,PIK3AP1,MAPT,WNT7B,PTK2,PRDX6,RAPGEF5,IFITM10,APOD,HMGB1,CTSB,FN1,PDE5A,HTT,KHDRBS3,FAM219B,CREB5,MCTP2,APOA4,CASP8,MAX,MAP3K5,CACNA1G,DNMT1,COL18A1,TEAD4,COL4A2,ASTN2,MACF1,CALD1,FAM110B,E2F2,CENPF,C4BPA,SLC45A3,SYNE1,TAB2,BCCIP,CTSS,GNG12,NFIA,C8B,MAN1B1,YWHAB,CCND3,GSN,PTPN3,C1QC,PIP4K2A,PLCXD3,BMP2,ASPH,BNIP3L,ITPR2,JAK2,GPNMB,IFNGR2,SMARCA2,PPP2R2C,NCOA7,CIT,ETS1,TIRAP,IGF1,PDGFD,G6PD,CDKN2D,PPP2R2B,CFI,RGS19,SLC16A9,GLI3,YWHAZ,BICDL1,MAP2K7,BCL2,GSTP1,BACH1,CRELD2,SUN1,ADCY3,SLC8A1,CDKN1A,IFI30,TF,DAPK1,IL1R1,DHRS9,SELENBP1,HLA-B,FOXA2,RANBP1,PRKCA,ARRB1,ABCA13,BDNF,C4B,SERPINA1,SLC2A1,SEMA4D,ZBTB20,RXRA,PDGFC,INPP4B,FBN2,EIF4E,TPD52,IL32,MAML2,HPR,RAI2,C1R,RAB5C,NPC2,LDLR,ACTG1,NCOA4,APOC1,SLC44A2,CCL5,SLC37A4,KCNJ6,NOS1,ABCB1,SMOX,CYP1B1,YAP1,CLIP1,PDLIM5,TNFAIP3,DACH1,RECQL4,PLCG2,GHR,TCF7L2,PLIN4,ZNF654,KNG1,HBB,TBC1D24,ACTB,BCL11A,IGF1R,GCLC,APLP2,FECH,TPM3,HMBS,SNCA"
Copper,Abnormality of cardiovascular system morphology,"PIGQ,VCL,SERPIND1,HMOX1,MMP2,COL1A1,MSH2,APOB,CAT,SOX4,APOE,KRAS,KIF11,SLC40A1,LMNB1,SMAD2,CREBBP,CDKN2C,PRDX1,FOXRED1,EPAS1,KYNU,G6PC3,NPC1,RASA1,EGFR,DUSP6,SEC24D,DSC2,APP,CALM3,PROK2,ANKS6,BUB1,AGXT,PCSK9,INSR,COL3A1,FOS,F2,MET,SERPINF2,HBA1,MMP1,LAMA3,FBN1,TBX1,LIPA,TUBB,FGFR3,FN1,SH3PXD2A,CASP8,MAX,COL18A1,MYLK,COL4A2,ASTN2,SYNE1,TAB2,NFIA,DHCR24,MAFB,GSN,BMP2,JAK2,SMARCA2,CFI,GLI3,KDM1A,CDKN1A,OBSL1,CXCR4,TKT,FGFR1,FGF13,LAMP2,CDKN1C,RPS24,SERPINA1,RAB23,FBN2,ARF1,PCDH7,NPC2,ITGA7,LDLR,COX4I1,ACTG1,SLC44A2,RPS19,ABCB1,CYP1B1,RECQL4,KNG1,DSE,HBB,TBC1D24,ACTB,RPS7,IGF1R,GCLC,B2M,TPM3"
Copper,Abnormality of brain morphology,"PIGQ,CDC6,COL1A1,MSH2,APOB,SOX4,TUBG1,APOE,ZSWIM6,KRAS,CEP135,KIF11,LMNB1,TAOK1,PDGFRB,SMAD2,CREBBP,CDKN2C,PRDX1,FOXRED1,EPAS1,KYNU,SLC1A3,CYP11A1,CDH11,G6PC3,NPC1,SOD1,AHSG,RASA1,DUSP6,SEC24D,APP,CA2,ANO10,PROK2,MAPRE2,BUB1,AGXT,PCSK9,INSR,COL3A1,YWHAG,CDCA7,GLUL,F2,ITGA3,SERPINF2,HBA1,FBN1,TBX1,LIPA,TUBB,FGFR3,MAPT,GPT2,FN1,HTT,SFXN4,SH3PXD2A,MAX,CACNA1G,DNMT1,COL18A1,MYLK,COL4A2,LAMC3,CYB5R3,ASTN2,MACF1,CENPF,SYNE1,NFIA,DHCR24,MAN1B1,MAFB,FTL,JAK2,SMARCA2,CIT,WASF1,IGF1,PPP2R2B,GLI3,KDM1A,IFRD1,CDKN1A,OBSL1,PIK3R5,FGFR1,FGF13,DHFR,FOXA2,SYNJ1,CDKN1C,BDNF,RPS24,SLC2A1,RAB23,ZBTB20,CAPN1,CLP1,ARF1,GPR161,PCDH7,NPC2,LDLR,COX4I1,ACTG1,SLC44A2,RPS19,KCNJ6,ABCB1,CYP1B1,CLIP1,RECQL4,CACNA1A,HNRNPU,KNG1,DSE,HBB,TBC1D24,ACTB,RPS7,BCL11A,IGF1R,SNCA"
Copper,Abnormality of the digestive system,"PIGQ,CDC6,HMOX1,MMP2,PON1,PFN1,COL1A1,CYP27B1,MSH2,APOB,SOX4,RAC2,APOE,ZSWIM6,RARA,KRAS,BARD1,SLC40A1,LMNB1,TAOK1,PDGFRB,SMAD2,DNAJB6,CREBBP,PRDX1,FOXRED1,EPAS1,SLC1A3,CYP11A1,CDH11,G6PC3,NPC1,SOD1,EGFR,ATM,PLOD2,APP,CA2,ANKS6,MAPRE2,BUB1,PCSK9,INSR,COL3A1,IL7R,FOS,YWHAG,CDCA7,DST,F2,HNF4A,MET,HBA1,MMP1,LAMA3,FBN1,TBX1,LIPA,TUBB,FGFR3,PARK7,MAPT,GPT2,HTT,MAP3K6,CASP8,MAX,CACNA1G,COL18A1,MYLK,MACF1,CENPF,NCF2,NFIA,DHCR24,MAN1B1,MAFB,GSN,PTPN3,FTL,JAK2,SMARCA2,WASF1,ETS1,STEAP3,G6PD,GLI3,KDM1A,TF,CXCR4,RPSA,TKT,PIK3R5,FGFR1,FGF13,DHFR,FOXA2,SYNJ1,CDKN1C,RPS24,C4B,SERPINA1,SLC2A1,RAB23,FBN2,WDR1,ARF1,C1R,NPC2,ITGA7,LDLR,COX4I1,ACTG1,RPS19,SLC37A4,NOS1,CLIP1,TNFAIP3,RECQL4,PLCG2,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,GCLC,B2M,FECH,TPM3,HMBS,SNCA"
Copper,Abnormality of the upper urinary tract,"PIGQ,HMOX1,CYP27B1,MSH2,APOB,SOX4,C3,APOE,RARA,KRAS,CEP135,LMNB1,PDGFRB,CREBBP,PRDX1,FOXRED1,EPAS1,KYNU,CDH11,G6PC3,RASA1,DUSP6,CA2,PROK2,ANKS6,BUB1,AGXT,PCSK9,INSR,COL3A1,IL7R,F2,HNF4A,ITGA3,MET,SERPINF2,MMP1,LAMA3,FBN1,TBX1,FGFR3,FN1,MAX,COL18A1,MYLK,CENPF,NFIA,DHCR24,MAFB,PGK1,GSN,C1QC,CIT,CFI,GLI3,TKT,FGFR1,FGF13,CDKN1C,BDNF,RPS24,SERPINA1,RAB23,C1R,LDLR,COX4I1,ACTG1,RPS19,SLC37A4,YAP1,RECQL4,DSE,HBB,TBC1D24,ACTB,RPS7,B2M,HMBS"
Copper,Abnormality of the kidney,"PIGQ,HMOX1,CYP27B1,MSH2,APOB,SOX4,C3,APOE,RARA,KRAS,CEP135,LMNB1,PDGFRB,CREBBP,PRDX1,FOXRED1,EPAS1,KYNU,G6PC3,RASA1,DUSP6,CA2,PROK2,ANKS6,BUB1,AGXT,PCSK9,INSR,COL3A1,IL7R,F2,HNF4A,ITGA3,MET,SERPINF2,MMP1,LAMA3,FBN1,TBX1,FGFR3,FN1,MAX,MYLK,CENPF,NFIA,DHCR24,MAFB,PGK1,GSN,C1QC,CIT,CFI,GLI3,TKT,FGFR1,FGF13,CDKN1C,BDNF,RPS24,SERPINA1,RAB23,C1R,LDLR,COX4I1,ACTG1,RPS19,SLC37A4,YAP1,RECQL4,DSE,HBB,TBC1D24,ACTB,RPS7,B2M,HMBS"
Copper,Abnormality of the musculature,"PIGQ,CDC6,VCL,MMP2,PON1,PFN1,COL1A1,CYP27B1,MSH2,EGR2,SOX4,TUBG1,APOE,ZSWIM6,RARA,THAP1,KRAS,KIF11,LMNB1,TAOK1,PDGFRB,DNAJB6,CREBBP,PRDX1,FOXRED1,CDH3,KYNU,SLC1A3,NPC1,SOD1,AHSG,RASA1,ATM,DUSP6,SEC24D,PLOD2,ANKH,APP,ANO10,PROK2,MAPRE2,BUB1,AGXT,INSR,COL3A1,FOS,YWHAG,CDCA7,GLUL,DST,F2,HNF4A,ITGA3,SERPINF2,MMP1,LAMA3,COL12A1,FBN1,TBX1,TUBB,FGFR3,PARK7,MAPT,GPT2,HTT,SFXN4,GFPT1,CACNA1G,DNMT1,COL4A2,CYB5R3,MACF1,CENPF,SYNE1,NFIA,DHCR24,MAN1B1,MAFB,PGK1,GSN,FTL,BMP2,JAK2,SMARCA2,CIT,WASF1,PPP2R2B,GLI3,KDM1A,IFRD1,OBSL1,TKT,PIK3R5,FGFR1,FGF13,DHFR,LAMP2,SYNJ1,CDKN1C,RPS24,SERPINA1,SLC2A1,RAB23,ZBTB20,FBN2,CAPN1,CLP1,PLEKHG5,ARF1,NPC2,ITGA7,COX4I1,RPS19,KCNJ6,CLIP1,NEFL,RECQL4,CACNA1A,HNRNPU,DSE,HBB,TBC1D24,ACTB,RPS7,GCLC,B2M,TPM3,HMBS,SNCA"
Copper,Abnormal musculoskeletal physiology,"CDC6,MMP2,COL1A1,CYP27B1,MSH2,SOX4,APOE,RARA,KRAS,SLC40A1,LMNB1,PDGFRB,DNAJB6,CREBBP,CDH3,MECOM,CYP11A1,AHSG,RASA1,DUSP6,SEC24D,PLOD2,ANKH,CA2,PROK2,AGXT,INSR,COL3A1,FOS,GLUL,DST,F2,MET,SERPINF2,MMP1,LAMA3,COL12A1,FBN1,TBX1,FGFR3,FN1,GFPT1,CASP8,DNMT1,COL18A1,SYNE1,TAB2,NCF2,DHCR24,MAN1B1,MAFB,BMP2,SMARCA2,WASF1,IGF1,GLI3,KDM1A,SLC8A1,OBSL1,FGFR1,FOXA2,CDKN1C,SERPINA1,RAB23,ZBTB20,FBN2,PLEKHG5,ARF1,C1R,ITGA7,COX4I1,ACTG1,SLC37A4,KCNJ6,NEFL,RECQL4,GHR,CACNA1A,DSE,HBB,ACTB,BCL11A,IGF1R,B2M,TPM3,HMBS"
Copper,Abnormal erythrocyte morphology,"HMOX1,APOB,CAT,RAC2,RARA,KRAS,SLC40A1,PRDX1,FOXRED1,EPAS1,MECOM,G6PC3,CA2,ANKS6,AGXT,COL3A1,IL7R,CDCA7,F2,HNF4A,MET,HBA1,MMP1,LAMA3,LIPA,SFXN4,CASP8,CYB5R3,PGK1,JAK2,STEAP3,G6PD,TF,RPSA,DHFR,CDKN1C,RPS24,SLC2A1,ZBTB20,FBN2,COX4I1,RPS19,SLC37A4,TNFAIP3,RECQL4,HBB,RPS7,GCLC,FECH"
Copper,Complete blood cell count,"APOH,CTSZ,MPO,COL1A1,APOC3,CYP27B1,LTBR,ST8SIA4,APOB,CCDC92,EGR2,CDC25B,RAC2,EGLN3,APOE,ZSWIM6,JUND,PRRG4,ABHD17C,SLC31A2,SLC40A1,TAOK1,PDGFRB,SMAD2,CREBBP,PRDX1,EPAS1,CDH3,KYNU,MECOM,PPP2R3A,VCAN,NPC1,OSMR,ARHGAP26,EGFR,ATM,MBNL1,APP,PGLYRP2,PROK2,TPX2,BUB1,MDM1,THOP1,IL7R,DST,F2,FOSL1,KRT2,ZMAT3,TNS3,CSPG4,HNF4A,MET,LAMA3,SELE,LIPA,RTN4,TUBB,PIK3AP1,MAPT,WNT7B,PTMA,HMGB1,CTSB,FN1,PDE5A,HTT,CREB5,CASP8,MAX,MAP3K5,DNMT1,COL4A2,ASTN2,MACF1,E2F2,SLC45A3,TAB2,S100A8,BCCIP,CTSS,SCD,NFIA,SSBP3,HSP90AB1,YWHAB,CCND3,ZNF618,TFDP1,RND3,SYK,PIP4K2A,KLF5,CKAP4,BNIP3L,ITPR2,JAK2,NCOA7,CIT,ETS1,TIRAP,G6PD,CDKN2D,ITGA4,BCL2,KDM1A,CDCA7L,IFRD1,SLC8A1,CDKN1A,TF,IL1R1,TKT,PIK3R5,SELENBP1,HLA-B,BDNF,SERPINA1,SLC2A1,ZBTB20,PDGFC,LYN,TPD52,CFL1,FKBP5,RAB5C,NCOA4,SLC44A2,SMOX,YAP1,TNFAIP3,DACH1,PLCG2,TCF7L2,PLIN4,DSE,HBB,ACTB,BCL11A,IGF1R,GCLC,UBE2W,TPM3"
Copper,Abnormality of limbs,"PIGQ,CDC6,VCL,HMOX1,MMP2,COL1A1,CYP27B1,GNB4,EGR2,SOX4,KRT9,APOE,ZSWIM6,KRAS,LMNB1,PDGFRB,SMAD2,DNAJB6,CREBBP,CDH3,KYNU,CSTA,MECOM,CDH11,G6PC3,SOD1,AHSG,RASA1,DUSP6,SEC24D,DSC2,PLOD2,ANKH,CA2,ANO10,PROK2,MAPRE2,WNT10B,BUB1,INSR,COL3A1,IL7R,FOS,YWHAG,CDCA7,GLUL,DST,F2,KRT2,MET,MMP1,LAMA3,COL12A1,FBN1,TBX1,TUBB,FGFR3,CTSB,FN1,HTT,GFPT1,CASP8,CACNA1G,MYLK,CENPF,SYNE1,DHCR24,MAN1B1,MAFB,BMP2,SMARCA2,WASF1,IGF1,GLI3,KDM1A,IFRD1,OBSL1,PIK3R5,FGFR1,FGF13,FOXA2,LAMP2,SYNJ1,CDKN1C,RPS24,SERPINA1,SLC2A1,RAB23,ZBTB20,FBN2,CAPN1,PLEKHG5,ARF1,C1R,ITGA7,COX4I1,ACTG1,RPS19,NEFL,RECQL4,GHR,CACNA1A,DSE,HBB,TBC1D24,ACTB,RPS7,IGF1R,GCLC,B2M,TPM3,HMBS,SNCA"
Copper,Abnormal eye physiology,"PIGQ,MMP2,MSH2,APOB,EGR2,SOX4,APOE,ZSWIM6,KRAS,KIF11,LMNB1,TAOK1,PDGFRB,CREBBP,PRDX1,FOXRED1,CDH3,CSTA,VCAN,SLC1A3,CDH11,NPC1,SOD1,AHSG,EGFR,ATM,DUSP6,ANKH,APP,CA2,ANO10,PROK2,BUB1,PCSK9,INSR,COL3A1,YWHAG,CDCA7,DST,ZMAT3,CLU,MMP1,COL12A1,FBN1,TBX1,FGFR3,PARK7,MAPT,GPT2,HTT,SFXN4,GFPT1,CACNA1G,DNMT1,COL18A1,COL4A2,LAMC3,CYB5R3,MACF1,MVB12B,SYNE1,TAB2,NCF2,KAZALD1,NFIA,DHCR24,MAN1B1,MAFB,PGK1,GSN,FTL,ASPH,ITPR2,JAK2,SMARCA2,WASF1,IGF1,PPP2R2B,CFI,GLI3,BACH1,KDM1A,IFRD1,SLC8A1,TKT,PIK3R5,FGFR1,FGF13,DHFR,MAPKAPK3,LAMP2,SYNJ1,ABCA13,BDNF,RPS24,SLC2A1,SEMA4D,ZBTB20,FBN2,CAPN1,MAML2,CLP1,PCDH7,FRY,NPC2,ITGA7,LDLR,COX4I1,ACTG1,RPS19,KCNJ6,CYP1B1,YAP1,CLIP1,TNFAIP3,NEFL,RECQL4,TCF7L2,CACNA1A,DSE,TBC1D24,ACTB,RPS7,BCL11A,IGF1R,MAP1LC3B,TPM3,SNCA"
Copper,Pain,"MMP2,PON1,PFN1,COL1A1,CYP27B1,MSH2,APOB,CAT,RARA,KRAS,SLC40A1,LMNB1,SMAD2,EPAS1,SOD1,RASA1,ANKH,CA2,AGXT,PCSK9,COL3A1,F2,MET,SERPINF2,MMP1,FBN1,TBX1,LIPA,CASP8,MAX,MYLK,SYNE1,MAFB,PGK1,PTPN3,FTL,JAK2,G6PD,FGF13,SERPINA1,LDLR,NOS1,PLCG2,DSE,HBB,B2M,HMBS"
