ChemicalName,description,preferredNames
Arsenic,Connective tissue disease,"CYP26B1,B4GALT7,MIF,MMP2,TGFB1,COL1A1,CYP27B1,SPARC,IL4,CCDC92,MSX2,TWIST1,NR1D1,CD68,NOTCH2,BLK,IL1RN,CYBA,PDGFRB,IL1B,TRIP11,PLOD2,ANKH,ADAMTS5,GDF6,HPRT1,AGFG2,ANKRD11,ANTXR1,BMP1,RAB33B,ASPSCR1,CALB2,DST,TERT,ASPHD1,SLC37A2,EVX2,CRTAP,COL12A1,FBN1,HLA-DQA1,FGFR3,MAPT,PXK,VCP,PCNT,COL18A1,HLA-DRB1,EIF3B,CALD1,TAB2,PRDM1,CD58,MMP9,COL9A2,EXTL1,ALPL,HLA-DRB5,NOTCH4,HLA-C,BMP2,BNC2,CD99,SLC16A9,HLA-DRA,GLI3,IL1R1,CD8A,PSTPIP2,EPS15L1,HLA-DMB,HLA-B,LTA,ESR1,HLA-DPB1,ANO6,IL10,SLC2A1,RAB23,ADAMTS12,FBN2,FLI1,CCDC91,PECAM1,TNFAIP3,MUC1,IGF1R"
Arsenic,Cardiovascular system disease,"APOH,VCL,HMOX1,TGFB1,MPO,APOE,KRAS,PHC2,ALPK3,IL1B,CACNA1C,GATA6,PRDM16,RASA1,ATM,DSC2,CALM3,PF4,SHROOM3,ASPSCR1,CALB2,KCNE3,FBN1,NEXN,FIP1L1,PDE5A,AKAP9,ANK2,NR3C2,TPM1,DCAF4,HLA-DRB1,MYLK,COL4A2,CALD1,UTRN,MMP9,LDLRAP1,ALPL,HLA-C,THBD,CD99,JAK2,PDCD10,ZNF169,CXCL12,BCL2,SCN9A,GTF2IRD1,HLA-B,IL10,BDNF,SLC2A1,FBN2,RAI14,KCNJ5,GATA4,PECAM1,RBFOX3,PITX2,SLMAP,CALM1"
Arsenic,Bone disease,"CYP26B1,B4GALT7,MIF,MMP2,TGFB1,COL1A1,CYP27B1,SPARC,IL4,MSX2,TWIST1,NR1D1,NOTCH2,BLK,CYBA,IL1B,TRIP11,PLOD2,ANKH,ADAMTS5,GDF6,HPRT1,AGFG2,ANKRD11,BMP1,RAB33B,ASPHD1,SLC37A2,EVX2,CRTAP,FBN1,HLA-DQA1,FGFR3,PXK,VCP,PCNT,COL18A1,HLA-DRB1,EIF3B,TAB2,PRDM1,CD58,MMP9,COL9A2,EXTL1,ALPL,HLA-C,BMP2,BNC2,CD99,SLC16A9,GLI3,IL1R1,PSTPIP2,EPS15L1,HLA-B,ESR1,HLA-DPB1,ANO6,IL10,SLC2A1,RAB23,ADAMTS12,PECAM1,TNFAIP3,IGF1R"
Arsenic,Genetic disease,"SNAI2,B4GALT7,HSD17B10,RIPK3,CTSG,RSPO4,FERMT1,AHCY,TGFB1,BLNK,COL1A1,APOC3,CYP27B1,COX6A1,ZBTB24,LTF,EHHADH,MSH2,REEP6,BCL9,DLX4,CAT,TWIST1,EGR2,B9D2,ATXN1,WNK4,RAC2,CD68,TUBG1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,RIN2,CHRM3,KRAS,NOTCH2,TCN1,CEP135,OASL,WNT10A,CYP27A1,BLK,KIF11,BARD1,SLC40A1,MSMO1,SLC30A4,RAB11A,SMAD2,KMT2C,RHBDF1,CREBBP,KCNQ4,IL1B,C9,FOXRED1,CDH3,YWHAE,PCDH10,CAD,NRXN2,CPT1A,KCNC1,HYAL1,CACNA1C,KRT71,TRIP11,CYP11A1,GATA6,OTOF,RASA1,EPHA1,ATM,FERMT3,TM7SF2,WDR17,FSIP1,TRIM36,CCNO,JPH3,ANKH,APP,GDF6,KAT6B,WNT4,PSMB4,CALM3,CRYAA,PWP2,WDR90,SHROOM3,CAMP,PKNOX2,HPRT1,ANKRD11,SLC39A4,ANTXR1,KLF13,DCXR,INSR,GP9,HOMER2,RAB33B,CDCA7,KRT74,DST,KCNE3,KRT2,COQ2,ASPHD1,RAB6A,TRIB1,EVX2,DAB2,ALOXE3,GLS,SLC25A22,CRTAP,FBN1,SLC25A20,SULT4A1,NXN,ELAC2,SUV39H1,PLCB1,HLA-DQA1,ACSL4,FGFR3,PARK7,ACVR2B,TUBB4B,B4GALNT1,SOX18,RBM5,DOK7,SHANK2,DMPK,NDUFV3,HTT,STK39,AKAP9,RPS26,PIGR,PEX14,ARG1,ANK2,LRBA,APOA4,SYNE2,NR3C2,DCAF4,CASP8,VCP,CACNA1G,KCNQ2,DNMT1,PCNT,HLA-DRB1,SCNN1A,MSN,COL4A2,LONP1,DNAJC5,EIF3B,PNP,MAST2,NFE2L1,SCAMP5,CNST,IBA57,CENPF,SYNE1,UTRN,IFNGR1,NDUFS2,NECTIN4,SEMA4A,GPR89B,FBXL4,DPYD,CHRNA4,GPC4,NFIA,DHCR24,PLCE1,CPT2,KCNT1,SARDH,DLG5,COL9A2,CNPY3,MAFB,PGK1,ZBTB43,GSN,EXTL1,LDLRAP1,ALPL,FOXP3,FTL,SLC2A5,SLC3A2,NPHP4,TP73,GNB1,SAT1,KRT6A,SLC4A11,TLR7,GPNMB,IFNGR2,AMACR,DIAPH1,LYST,NLRP12,TFRC,CIT,WIPF1,ETS1,PDCD10,IGF1,VWA2,BPGM,G6PD,FAT4,PPP2R2B,PSAP,CXCL12,GLI3,PDE1C,SLC7A7,CTDSP2,CBS,CST3,GP1BB,KCTD1,OBSL1,SCN9A,MYO7A,CD8A,CXCR4,CEP19,DLX3,GLI2,EPS15L1,NFIC,GTF2IRD1,SLC22A5,CC2D2A,ESR1,SLC13A5,ZBTB22,ANO6,SYNJ1,IGF2BP2,ERLIN1,NAT8L,BDNF,CD36,SLC2A1,TGFBI,MME,TFR2,ADAMTS12,FBN2,RAI14,SLC24A4,CAPN1,SPTBN2,KCNJ5,FLI1,FGD4,GATA4,PHC1,DMXL2,ORC4,TMTC1,PCYT2,ATXN2,ITGA7,ZNF592,LDLR,ADAP2,COX6B1,SLC37A4,GCH1,ABCB1,CYP1B1,LRMDA,SRRM3,TNFAIP3,NEFL,CTDP1,MUC5AC,ZEB2,RYR3,SHANK3,ATP6AP2,HNRNPU,FOXC1,TBC1D24,RPL9,PITX2,ALDOA,BCL11A,ITM2B,CDC42,ALOX12B,B2M,MYD88,FGA,TPM3,SLMAP,CALM1,BTD,SNCA"
Arsenic,Intestinal disease,"TGFB1,IL4,MSH2,KRAS,SMAD7,IL1B,NPR3,EGFR,NRG1,AHSP,TERT,VIPR1,TMEM201,HLA-DRB1,MYLK,NRG3,MMP9,DLG5,LDLRAP1,FOXP3,JAK2,STX2,GLI3,ASCC2,BCL2,CDKN1A,CD8A,SLC22A5,IL10,MME,ABCB1,ZEB2,MUC2,SNCA"
Arsenic,Brain disease,"CLDN11,B9D2,ATXN1,APOE,GFAP,GABBR2,RORA,KCNQ4,IL1B,CHMP2B,YWHAE,PCDH10,CAD,NRXN2,KCNC1,SOD1,PRDM16,EGFR,ATM,JPH3,APP,KCNMA1,PKNOX2,YWHAG,TERT,MLC1,GLS,NEUROG1,SLC25A22,PLCB1,PARK7,MAPT,MEF2C,HTT,VCP,CACNA1G,KCNQ2,DNMT1,COL4A2,SYNE1,SCNM1,CHRNA4,PLCE1,GRIN1,KCNT1,MMP9,CNPY3,MOG,NPHP4,CD99,KCNQ3,DIAPH1,PDCD10,PPP2R2B,PSAP,BCL2,CBS,SCN9A,CD8A,GLI2,TKT,FGF13,AP2M1,CC2D2A,SLC13A5,PRKCA,SYNJ1,NAT8L,BDNF,SLC2A1,MME,MYBL1,SPTBN2,TSKU,DMXL2,ATXN2,ZNF592,RBFOX3,GCH1,YAP1,NEFL,ZNHIT3,ZEB2,ATP6AP2,HNRNPU,FOXC1,TBC1D24,SNCA"
Arsenic,Vascular disease,"APOH,HMOX1,TGFB1,MPO,APOE,PHC2,IL1B,RASA1,ATM,PF4,ASPSCR1,FBN1,PDE5A,NR3C2,HLA-DRB1,MYLK,COL4A2,CALD1,MMP9,LDLRAP1,ALPL,HLA-C,THBD,CD99,JAK2,PDCD10,ZNF169,CXCL12,BCL2,GTF2IRD1,HLA-B,IL10,BDNF,SLC2A1,FBN2,PECAM1,RBFOX3"
Arsenic,Primary immunodeficiency disease,"APOH,MIF,FERMT1,BLNK,MPO,CYP27B1,IL4,RAC2,PXDN,RFXAP,BLK,IL1RN,CYBA,IL1B,C9,FERMT3,IL7R,DST,HLA-DQA1,NFASC,PXK,PIGR,LRBA,COL18A1,HLA-DRB1,MSN,PNP,IFNGR1,PRDM1,CD58,HLA-DRB5,NOTCH4,FOXP3,HLA-C,MOG,THBD,TLR7,JAK2,IFNGR2,NLRP12,VWA2,HLA-DRA,CXCL12,IL1R1,CD8A,CXCR4,CEP19,HLA-DPA1,HLA-DMB,HLA-B,LTA,HLA-DPB1,IL10,TMTC1,ABCB1,TNFAIP3,NEFL,CIITA"
Arsenic,Gastrointestinal system disease,"CTSG,TGFB1,COL1A1,IL4,LTF,MSH2,KRT5,KRAS,NOTCH2,WNT10A,GUCY2C,RAB11A,SMAD7,KMT2C,IL1B,NPR3,CDK6,EGFR,ANKH,NRG1,ANTXR1,AHSP,GLUL,TERT,MET,CRTAP,VIPR1,HLA-DQA1,TMEM201,CRTC1,HLA-DRB1,MYLK,S100A8,TACC2,DPYD,PLCE1,NRG3,MMP9,DLG5,MAFB,LDLRAP1,FOXP3,JAK2,AMACR,STX2,GLI3,ASCC2,BCL2,RADIL,CDKN1A,CD8A,DLX3,AMER3,SLC22A5,ESR1,SLC13A5,MUC6,IL10,MME,MYBL1,SLC24A4,LDLR,ABCB1,CTDP1,ZEB2,MUC2,SNCA"
Arsenic,Monogenic disease,"SNAI2,B4GALT7,HSD17B10,RIPK3,CTSG,RSPO4,FERMT1,TGFB1,BLNK,COL1A1,APOC3,CYP27B1,COX6A1,ZBTB24,LTF,MSH2,REEP6,DLX4,TWIST1,EGR2,B9D2,ATXN1,WNK4,RAC2,TUBG1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,RIN2,CHRM3,KRAS,NOTCH2,CEP135,OASL,WNT10A,CYP27A1,BLK,KIF11,BARD1,MSMO1,RAB11A,SMAD2,KMT2C,RHBDF1,CREBBP,KCNQ4,IL1B,C9,CDH3,YWHAE,PCDH10,CAD,NRXN2,KCNC1,CACNA1C,KRT71,TRIP11,CYP11A1,GATA6,OTOF,RASA1,EPHA1,ATM,FERMT3,TM7SF2,WDR17,FSIP1,TRIM36,CCNO,JPH3,ANKH,APP,GDF6,KAT6B,WNT4,PSMB4,CALM3,CRYAA,PWP2,WDR90,SHROOM3,CAMP,PKNOX2,HPRT1,ANKRD11,ANTXR1,DCXR,INSR,GP9,HOMER2,RAB33B,CDCA7,KRT74,DST,KCNE3,KRT2,ASPHD1,RAB6A,EVX2,ALOXE3,GLS,SLC25A22,CRTAP,FBN1,SLC25A20,SULT4A1,NXN,ELAC2,PLCB1,ACSL4,FGFR3,PARK7,ACVR2B,TUBB4B,B4GALNT1,SOX18,RBM5,DOK7,DMPK,NDUFV3,HTT,STK39,AKAP9,RPS26,PIGR,PEX14,ANK2,LRBA,APOA4,SYNE2,NR3C2,DCAF4,CASP8,VCP,CACNA1G,KCNQ2,DNMT1,PCNT,SCNN1A,MSN,COL4A2,LONP1,DNAJC5,EIF3B,PNP,MAST2,NFE2L1,SCAMP5,CNST,IBA57,CENPF,SYNE1,UTRN,IFNGR1,NECTIN4,SEMA4A,FBXL4,CHRNA4,GPC4,NFIA,PLCE1,CPT2,KCNT1,SARDH,DLG5,COL9A2,CNPY3,MAFB,PGK1,ZBTB43,GSN,EXTL1,LDLRAP1,ALPL,FOXP3,FTL,SLC2A5,NPHP4,TP73,GNB1,SAT1,KRT6A,SLC4A11,TLR7,IFNGR2,DIAPH1,LYST,NLRP12,CIT,WIPF1,PDCD10,IGF1,BPGM,FAT4,PPP2R2B,PSAP,CXCL12,GLI3,PDE1C,CTDSP2,CBS,CST3,GP1BB,KCTD1,OBSL1,SCN9A,MYO7A,CD8A,CXCR4,CEP19,DLX3,GLI2,EPS15L1,NFIC,GTF2IRD1,SLC22A5,CC2D2A,ESR1,SLC13A5,ZBTB22,ANO6,SYNJ1,ERLIN1,NAT8L,CD36,SLC2A1,TGFBI,MME,TFR2,ADAMTS12,FBN2,RAI14,SLC24A4,CAPN1,SPTBN2,KCNJ5,FGD4,GATA4,PHC1,DMXL2,ORC4,PCYT2,ATXN2,ITGA7,ZNF592,ADAP2,SLC37A4,GCH1,CYP1B1,LRMDA,SRRM3,TNFAIP3,NEFL,CTDP1,MUC5AC,ZEB2,RYR3,SHANK3,ATP6AP2,HNRNPU,FOXC1,TBC1D24,RPL9,PITX2,BCL11A,ITM2B,CDC42,ALOX12B,B2M,FGA,TPM3,SLMAP,CALM1,BTD,SNCA"
Arsenic,Autosomal genetic disease,"SNAI2,B4GALT7,RIPK3,CTSG,RSPO4,FERMT1,BLNK,COL1A1,APOC3,CYP27B1,COX6A1,ZBTB24,LTF,MSH2,REEP6,DLX4,TWIST1,EGR2,ATXN1,WNK4,RAC2,TUBG1,KRT5,APOE,SLC6A8,GFAP,ATP6V1E1,RIN2,CHRM3,NOTCH2,CEP135,OASL,WNT10A,BLK,KIF11,BARD1,RAB11A,SMAD2,KMT2C,RHBDF1,CREBBP,KCNQ4,IL1B,C9,CDH3,YWHAE,PCDH10,CAD,NRXN2,KCNC1,CACNA1C,KRT71,TRIP11,CYP11A1,GATA6,OTOF,RASA1,ATM,FERMT3,TM7SF2,WDR17,JPH3,ANKH,APP,GDF6,KAT6B,WNT4,PSMB4,PWP2,WDR90,SHROOM3,CAMP,PKNOX2,ANKRD11,ANTXR1,DCXR,INSR,GP9,HOMER2,RAB33B,CDCA7,KRT74,DST,KRT2,ASPHD1,RAB6A,EVX2,ALOXE3,SLC25A22,CRTAP,FBN1,SLC25A20,SULT4A1,NXN,ELAC2,PLCB1,FGFR3,PARK7,ACVR2B,TUBB4B,B4GALNT1,SOX18,DOK7,NDUFV3,STK39,AKAP9,RPS26,PIGR,PEX14,ANK2,LRBA,APOA4,SYNE2,NR3C2,DCAF4,CASP8,VCP,CACNA1G,KCNQ2,DNMT1,PCNT,SCNN1A,MSN,COL4A2,LONP1,DNAJC5,EIF3B,PNP,MAST2,NFE2L1,SCAMP5,CNST,IBA57,SYNE1,IFNGR1,NECTIN4,FBXL4,CHRNA4,GPC4,NFIA,PLCE1,CPT2,KCNT1,SARDH,COL9A2,CNPY3,MAFB,ZBTB43,GSN,EXTL1,LDLRAP1,ALPL,FTL,SLC2A5,NPHP4,GNB1,SAT1,KRT6A,SLC4A11,IFNGR2,DIAPH1,LYST,NLRP12,CIT,PDCD10,IGF1,BPGM,FAT4,PPP2R2B,PSAP,CXCL12,GLI3,PDE1C,CTDSP2,CBS,CST3,GP1BB,KCTD1,OBSL1,SCN9A,MYO7A,CD8A,CXCR4,CEP19,DLX3,GLI2,EPS15L1,NFIC,GTF2IRD1,CC2D2A,ESR1,SLC13A5,ZBTB22,ANO6,SYNJ1,ERLIN1,NAT8L,CD36,SLC2A1,TGFBI,MME,TFR2,ADAMTS12,FBN2,SLC24A4,CAPN1,SPTBN2,KCNJ5,FGD4,GATA4,PHC1,DMXL2,ORC4,PCYT2,ATXN2,ITGA7,ZNF592,ADAP2,SLC37A4,GCH1,CYP1B1,LRMDA,SRRM3,TNFAIP3,NEFL,MUC5AC,ZEB2,RYR3,HNRNPU,FOXC1,TBC1D24,RPL9,PITX2,BCL11A,ITM2B,ALOX12B,B2M,FGA,TPM3,BTD,SNCA"
Arsenic,Alopecia areata,"MIF,CYP27B1,IL4,IL1RN,IL1B,HLA-DQA1,HLA-DRB1,HLA-DRB5,NOTCH4,HLA-C,HLA-DRA,HLA-DMB,LTA"
Arsenic,Carcinoma,"MSH2,KRT5,APOE,KRAS,POU5F1,KMT2C,CDK6,EGFR,NR2F6,ASPSCR1,CALB2,TERT,TLR8,MET,FGFR3,CRTC1,APOA4,VCP,NR5A2,S100A8,TACC2,PLCE1,TLR7,AMACR,KRT15,ASCC2,BCL2,RADIL,CD8A,ESR1,ZNF837,FAT1,MUC6,CDKN1C,MYBL1,MAML2,NCAM1,TCHH,MUC5AC,MUC2,MTUS2"
Arsenic,Musculoskeletal system disease,"CYP26B1,B4GALT7,MIF,MMP2,TGFB1,COL1A1,CYP27B1,COX6A1,SPARC,IL4,CCDC92,MSX2,TWIST1,EGR2,NR1D1,WNK4,CD68,APOE,PABPC1L,NOTCH2,BLK,IL1RN,CYBA,PDGFRB,IL1B,TRIP11,PABPC3,PLOD2,ANKH,ADAMTS5,GDF6,PDXK,HPRT1,AGFG2,ANKRD11,ANTXR1,BMP1,RAB33B,ASPSCR1,CALB2,DST,TERT,ASPHD1,SPEG,SLC37A2,EVX2,CRTAP,COL12A1,FBN1,HLA-DQA1,FGFR3,MAPT,DOK7,DMPK,STK39,PXK,SYNE2,VCP,DNMT1,PCNT,COL18A1,HLA-DRB1,EIF3B,CALD1,SYNE1,TAB2,UTRN,PRDM1,CD58,CPT2,MMP9,COL9A2,EXTL1,ALPL,HLA-DRB5,NOTCH4,HLA-C,BMP2,BNC2,CD99,SLC16A9,HLA-DRA,GLI3,CTDSP2,IL1R1,CD8A,PSTPIP2,EPS15L1,HLA-DMB,HLA-B,LTA,ESR1,HLA-DPB1,ANO6,IL10,SLC2A1,RAB23,MME,ADAMTS12,FBN2,FLI1,FGD4,GATA4,CCDC91,ITGA7,PECAM1,TNFAIP3,NEFL,MUC1,RYR3,IGF1R,B2M,TPM3"
Arsenic,Lung disease,"TGFB1,MPO,IL4,KRAS,POU5F1,CYBA,MAP3K8,IL1B,EGFR,NRG1,HHIP,TERT,MET,FIP1L1,MAPT,COL18A1,HLA-DRB1,FTL,SLC34A2,CD8A,HLA-DPA1,HLA-DPB1,IL10,NCAM1,MUC1,MUC5AC,BCL11A,MTUS2"
Arsenic,Bone inflammation disease,"MIF,TGFB1,COL1A1,BLK,IL1B,ANKH,ADAMTS5,HPRT1,SLC37A2,HLA-DQA1,PXK,HLA-DRB1,PRDM1,CD58,ALPL,HLA-C,SLC16A9,IL1R1,PSTPIP2,HLA-B,HLA-DPB1,IL10,TNFAIP3"
Arsenic,Autoimmune disease of central nervous system,"CYP27B1,IL1B,IL7R,HLA-DQA1,NFASC,HLA-DRB1,MOG,CD8A,IL10,NEFL"
Arsenic,Bone structure disease,"MMP2,COL1A1,CYP27B1,FBN1,MMP9,COL9A2,BMP2,BNC2,IGF1R"
Arsenic,Multiple sclerosis,"CYP27B1,IL1B,IL7R,HLA-DRB1,MOG,CD8A,IL10,NEFL"
Arsenic,Corneal disease,"LGALS1,LTF,APOE,WNT10A,IL1RN,IL1B,LUM,COL18A1,S100A12,LDLRAP1,SLC4A11,TGFBI,WFDC1,PECAM1,CYP1B1,FOXC1,PITX2"
Arsenic,Uterine disease,"LGALS1,MSH2,CD68,IL1B,YWHAE,ATM,JAZF1,WNT4,CALB2,TERT,HLA-B,ESR1,MUC6,CDKN1C,MME"
Arsenic,Autoimmune disease of the nervous system,"CYP27B1,IL1B,IL7R,HLA-DQA1,NFASC,HLA-DRB1,MOG,CD8A,HLA-B,IL10,NEFL"
Cadmium,Disease of anatomical entity,"SNAI2,PIGQ,B4GALT7,KRT14,HSD17B10,NTN1,APOH,SERPIND1,MIF,SLC25A1,LGALS1,HMOX1,RIPK3,PIGH,CHGA,MMP2,USB1,TGFB1,FIS1,PFN1,COL1A1,WFS1,CYP27B1,TPI1,COX6A1,SPARC,IL4,LTF,EIF1B,APOB,ODC1,CCDC92,AHR,EGR2,ATXN1,C3,KRT9,NR1D1,RAC2,DNAJB9,SMO,CD68,HBA2,KRT5,KRT6B,APOE,GADD45G,ZSWIM6,RARA,PABPC1L,CHI3L1,KRAS,CD180,NOTCH2,AKIRIN2,RDH5,IL1RN,ADAM10,KIF11,GUCY2C,DSG2,PDGFRB,DNAJB6,RHEB,IL12RB2,CREBBP,NOX4,IL1B,NOTCH3,BIRC3,EPAS1,KLKB1,VCAN,LEF1,KCNC1,CACNA1C,JDP2,CBFA2T3,G6PC3,SOD1,FCGR2A,MEIS1,OSMR,RASA1,EGFR,DUSP6,SEC24D,ANKRD44,PLOD2,ZIC1,JAZF1,THY1,ANKH,APP,KCNMA1,NRG1,WNT4,NR2F6,CRYAA,ANO10,RHCE,ARHGAP15,APEH,SHH,LRRK2,AMN,ANPEP,CD3D,CA4,KRT16,ANTXR1,RNASE3,CLEC7A,COL3A1,MN1,FGB,IL7R,HCN1,CALB2,GLUL,DST,F2,GP6,PRKACA,MLC1,KRT2,GSTM1,SLC37A2,C1QB,UNCX,CLU,ITGA3,MET,GLS,APOL1,CYBRD1,BANK1,FZD2,A2M,COL12A1,PKD2L1,FBN1,PEG3,LIMS2,HMG20B,KRT7,IL1R2,IKZF1,SELE,RASA3,FIP1L1,EPB41L1,UBA1,STARD13,PARK7,SOX18,SKOR1,TNFSF13,DOK7,CTSB,DMPK,RPL21,FN1,LARGE1,PXK,PIGR,ANK2,GFPT1,MAP3K6,APOA4,PAX5,TPM1,CX3CR1,CASP8,VCP,ELN,DNMT1,COL18A1,VPS13A,COL4A2,DNAJC5,PAX9,CNST,B3GALNT2,SYNE1,KIF14,NR5A2,UTRN,CACNA1E,RALGPS2,F5,S100A8,PAX2,RPL5,PDE6C,RBP4,MMP9,LCN2,SLC29A3,PGK1,CRB2,GSN,CD52,C1QC,ALPL,NOTCH4,HCK,AIF1,EDNRB,FTL,DIS3,SLC3A2,BMP2,SAT1,DSP,LY86,KRT6A,TLR7,ITPR2,SHOX,ACVRL1,NLRP12,STX2,CIT,WASF1,PRKAR1A,IGF1,G6PD,TFAP2B,PROS1,CFI,ADH6,SLC16A9,HLA-DRA,CXCL12,GLI3,YWHAZ,PDE1C,GAPDH,BICDL1,CTDSP2,BCL2,CST3,LAT2,SPTLC3,EPHB2,PLA2G2A,GP1BB,GP5,CDKN1A,F11,MYO7A,SAG,RPL31,DYSF,CXCR4,KBTBD13,ARPC1B,TMEM67,CHEK1,TKT,ATP2B1,RELN,AMER3,FGFR1,FGF13,HLA-B,LDB3,RUNX1T1,SLC22A5,LTA,ESR1,MUC7,LAMP2,ANO6,IL10,BDNF,C4B,SERPINA1,SLC2A1,TGFBI,VAPB,TENM3,SPTBN2,GATA4,PHC1,JCHAIN,PCYT2,TET2,C1R,TAS2R30,ATXN2,SERPINA3,ITGA7,ZNF592,LDLR,PECAM1,WBP2,KANK2,PSENEN,MTRNR2L6,ABCB1,CYP1B1,NCAM1,PSMC3,CCNA2,TNFAIP3,NEFL,PLCG2,TSPAN33,ZNHIT3,SUGCT,TCF7L2,PAX6,PPT1,ZFHX3,KNG1,HBB,TBC1D24,RPL9,PITX2,RPS7,SLC19A3,ALDOA,RPL11,LZTR1,IGF1R,EIF2B5,GCLC,B2M,DLX5,ALX4,MTUS2,MYD88,FECH,FGA,SNCA"
Cadmium,Disease,"SNAI2,PIGQ,B4GALT7,CHPF2,KRT14,HSD17B10,NTN1,CEACAM6,APOH,SERPIND1,MIF,SLC25A1,LGALS1,HMOX1,RIPK3,PIGH,CHGA,AHCY,MMP2,USB1,TGFB1,PON1,FIS1,PFN1,COL1A1,WFS1,CYP27B1,TPI1,NANOG,COX6A1,HBEGF,SPARC,IL4,LTF,EIF1B,APOB,ODC1,BCL9,CCDC92,DLX4,CAT,AHR,EGR2,ATXN1,C3,KRT9,NR1D1,PYCARD,RAC2,DNAJB9,SMO,CD68,HBA2,KRT5,KRT6B,APOE,GADD45G,ZSWIM6,SLC6A8,RARA,PABPC1L,CHI3L1,KRAS,CD180,NOTCH2,TCN1,OASL,AKIRIN2,RDH5,GNS,IL1RN,ADAM10,KIF11,SLC40A1,GUCY2C,LYZ,DSG2,TTC19,PDGFRB,DNAJB6,RHEB,IL12RB2,CREBBP,NOX4,IL1B,NOTCH3,BIRC3,EPAS1,KYNU,MECOM,KLKB1,VCAN,LEF1,KCNC1,HYAL1,CACNA1C,JDP2,CBFA2T3,G6PC3,NPC1,SOD1,FCGR2A,MEIS1,OSMR,RASA1,ARHGAP26,EGFR,ATP6V1B2,DUSP6,FSIP1,SEC24D,ANKRD44,PLOD2,ZIC1,JAZF1,THY1,ANKH,APP,KCNMA1,NRG1,WNT4,PSMB4,NR2F6,CRYAA,ANO10,RHCE,ARHGAP15,APEH,SHH,LRRK2,SPRED1,AMN,CLEC4E,ANPEP,CD3D,CA4,KRT16,ANTXR1,RNASE3,CLEC7A,COL3A1,MN1,FGB,IL7R,FOS,HCN1,CALB2,GLUL,DST,F2,GP6,PRKACA,MLC1,KRT2,RAB6A,GSTM1,SLC37A2,TRIB1,DAB2,PHKB,C1QB,UNCX,CLU,ITGA3,MET,GLS,APOL1,CYBRD1,BANK1,FZD2,A2M,OXTR,COL12A1,PKD2L1,FBN1,SLC25A20,PEG3,LIMS2,HMG20B,MAFA,KRT7,KRT76,IL1R2,IKZF1,SELE,RASA3,FIP1L1,EPB41L1,NXN,UBA1,STARD13,PARK7,TRIM24,SOX18,SKOR1,TNFSF13,DOK7,KCNQ5,CTSB,DMPK,RPL21,FN1,LARGE1,PXK,PIGR,ARG1,ANK2,GFPT1,MAP3K6,FAM219B,APOA4,PAX5,TPM1,CX3CR1,CASP8,VCP,ELN,DNMT1,COL18A1,ETS2,VPS13A,COL4A2,DNAJC5,PAX9,SCAMP5,CNST,B3GALNT2,CENPF,SYNE1,KIF14,NR5A2,UTRN,CACNA1E,RALGPS2,F5,S100A8,MLLT11,PAX2,RPL5,PDE6C,RBP4,MAN1B1,MMP9,LCN2,SLC29A3,PGK1,CRB2,GSN,AHDC1,CD52,EIF6,C1QC,ALPL,NOTCH4,HCK,AIF1,EDNRB,FTL,DIS3,SLC3A2,APRT,BMP2,SAT1,DSP,LY86,KRT6A,TLR7,ITPR2,SHOX,ACVRL1,NLRP12,STX2,CIT,WASF1,ETS1,PRKAR1A,IGF1,G6PD,TFAP2B,PROS1,CFI,ADH6,SLC16A9,HLA-DRA,CXCL12,GLI3,YWHAZ,PDE1C,GAPDH,SLC7A7,BICDL1,CTDSP2,BCL2,CST3,LAT2,SPTLC3,EPHB2,PLA2G2A,GP1BB,GP5,KCTD1,CDKN1A,F11,MYO7A,SAG,RPL31,DYSF,CXCR4,KBTBD13,ARPC1B,TMEM67,CHEK1,TKT,ATP2B1,RELN,AMER3,FGFR1,FGF13,NFIC,HLA-B,PRG4,LDB3,RUNX1T1,SLC22A5,ZNF30,LTA,ESR1,MUC7,LAMP2,ANO6,ABCA13,IL10,BDNF,C4B,SERPINA1,SLC2A1,TGFBI,VAPB,PDGFC,TENM3,SELENOP,SPTBN2,MAML2,GATA4,PHC1,JCHAIN,HPR,PCYT2,TET2,C1R,TAS2R30,ATXN2,DDIT3,SERPINA3,ITGA7,ZNF592,LDLR,PECAM1,VEZF1,WBP2,KANK2,PSENEN,MTRNR2L6,SLC37A4,ABCB1,CYP1B1,NCAM1,PSMC3,CCNA2,TNFAIP3,NEFL,PLCG2,TSPAN33,ZNHIT3,SUGCT,TCF7L2,PAX6,PPT1,ZFHX3,GRB10,KNG1,TPM4,HBB,TBC1D24,RPL9,PITX2,RPS7,SLC19A3,ALDOA,RPL11,CHAMP1,LZTR1,IGF1R,EIF2B5,GCLC,B2M,DLX5,ALX4,MTUS2,MYD88,FECH,FGA,HMBS,UCP2,SNCA"
